,TCGA-NJ-A4YG-01,TCGA-05-4420-01,TCGA-L9-A444-01,TCGA-55-1594-01,TCGA-78-8648-01,TCGA-55-8085-01,TCGA-55-7281-01,TCGA-38-4630-01,TCGA-91-6848-01,TCGA-49-4486-01,TCGA-55-7728-01,TCGA-55-A492-01,TCGA-86-7954-01,TCGA-55-8619-01,TCGA-NJ-A55O-01,TCGA-44-2655-01,TCGA-55-8206-01,TCGA-NJ-A7XG-01,TCGA-MP-A4TK-01,TCGA-J2-8194-01,TCGA-55-7913-01,TCGA-78-7633-01,TCGA-44-3919-01,TCGA-55-A4DF-01,TCGA-64-1677-01,TCGA-95-8039-01,TCGA-86-7714-01,TCGA-O1-A52J-01,TCGA-50-5942-01,TCGA-05-4390-01,TCGA-78-7156-01,TCGA-38-4626-01,TCGA-55-5899-01,TCGA-97-7552-01,TCGA-MP-A4TI-01,TCGA-50-5068-01,TCGA-55-8094-01,TCGA-73-4670-01,TCGA-86-8056-01,TCGA-44-5644-01,TCGA-44-7662-01,TCGA-78-7145-01,TCGA-50-5946-01,TCGA-44-2665-01,TCGA-49-4494-01,TCGA-67-6217-01,TCGA-97-7937-01,TCGA-35-3615-01,TCGA-91-6840-01,TCGA-86-8074-01
APBA3,1.7,2.5,2.4,1.5,2.3,1.6,1.9,1.9,1.9,1.4,2.2,1.4,2.2,2,1.8,1.2,2,1.9,2.1,1.3,1.6,1.3,2,1.9,2.1,2.6,1.6,1.8,2,2.3,0.8,1.7,2.1,1.9,2.5,2.7,1.8,1.9,2.1,2.1,2,1.5,1.1,2.2,2.3,1.7,1.1,1.8,1.6,2
RP11-386G21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP005271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMF8,3.6,1.7,4.5,3.3,5.2,3.9,4.4,2.7,4.3,0.8,5.2,1.4,4.5,3.8,3.4,2.4,3,0.9,4.3,3,1.9,1,4.1,4.5,2.9,3,3.3,3.4,1.7,3.2,1.3,4.3,3.6,4.2,5.1,3.6,0.6,2.7,2.9,1.5,4.3,2.8,1.8,3.9,2.9,2.9,2.7,2.5,2.7,3.6
MSNP1,0.1,0.1,0.7,0.2,0.2,0.1,0.2,0,0.7,0,0,0,0.2,0.2,0.2,0.6,0.2,0.1,0.1,1.1,0.2,0.4,0.3,0.1,0.1,0.6,0.3,0.3,0.3,0,0.3,0.2,0.1,0.4,0,0,0,0.2,0.9,0.1,0,0.7,0.1,0.2,0.1,0.1,0,0.5,0.1,1.1
RP5-823G15.5,0,0.4,0,2.6,0,0.3,0,1,0.1,0,0.1,0.1,2.1,0,0.5,0,0,0,1.6,0.7,1.5,0.1,0,1.6,0.6,0.1,0,0.2,0.9,0.2,0.4,0,0,0,0.1,0.1,1.9,0.2,0,1.7,0,0,0.9,0.4,0,0.5,0,1.3,1.3,0
CTD-2010I22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004895.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0.6,0,0,0,0.1,0,0,0,0,0,0,0.4,0.4,0.2,0,0.6,0,0,0,0.5,0,0,0.5
RPL4P2,0,0.2,0.1,0.2,0,0.1,0.2,0,0.1,0.1,0,0.3,0,0,0.1,0.3,0,0.1,0,0.4,0.1,0,0.2,0.1,0.3,0.3,0.2,0.1,0.2,0.1,0.2,0,0,0.1,0.1,0,0,0.3,0.2,0.1,0,0.3,0.2,0,0.1,0,0.1,0.5,0,0.1
GLIPR1L2,0.3,0.2,0.2,0.2,0.4,0.2,0.3,0.2,0.1,0.5,0,0.3,0.2,0.3,0.2,0.5,0.5,0.1,0.3,0.1,0.1,0.1,0.6,0.1,0.2,0.4,0.1,0.1,0.6,0.1,1,0.2,0.1,0.6,0.2,0.2,0.2,0,0.4,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2
HOXB-AS3,0.9,0.3,0.4,0.7,1.2,0.2,0.4,4.3,0.7,0.2,1.6,0.4,4.4,1.2,0.8,0.6,0.9,0.3,1.1,0.2,1.5,0.2,1,1,0.5,0.5,0.6,0.2,0.5,0.3,0.3,0.6,0.8,0.8,0.8,1.7,0.1,0.5,0.2,0.9,1.3,0.2,0.9,1.6,0.5,0.4,0.2,0.3,0.4,0.9
LINC00652,0.1,0.2,0.1,0.2,0.1,0.1,0,1.1,0.3,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0.1,0.2,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.4,0,0,0,0,0.1,0.4,0
MED6,2.5,2.1,2.1,2.8,2.1,2.7,2.1,3.1,2.3,3,2.1,2.5,2.1,1.9,2.4,2.9,2.6,1.6,2.1,2.2,2.5,2.2,2.5,3.8,2.9,2.4,2.6,3,2.2,3.6,2.6,2.2,3,2.5,2.9,2.9,2.4,2.5,2,2.6,2.9,2.7,2.6,2.2,2.6,2.4,2.5,2.4,3.8,2.7
RNU1-36P,0,0,0,0,0.3,0.2,0.2,0.3,0.3,0.3,0.1,0,1.1,0,0,0.6,0.1,0.2,0.2,0.7,0.9,0.1,0.8,0.2,0.3,1,1,0,0.6,0,0,0.2,0,1.7,0,1.5,0.5,0.1,0.4,1.1,0.1,0,0.6,0.3,0.2,1.2,1.2,0.3,0.3,1.1
PACS2,2.8,2.4,2.9,2.9,2.8,3.1,2.5,4.1,2.1,2.6,3,2.7,2.8,2.9,3.2,2.4,3,2.9,2.7,2.7,3.1,2.5,3.1,3.8,2.5,2.6,2.7,3.2,2.4,3.7,2.5,2.6,3.1,2.3,3.3,1.4,2.3,2.4,2.6,3,3.3,1.8,3.3,2.5,2.7,2.4,2.9,2.5,3.2,3
ATP5LP4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0.1,0.1,0,0
LINC01395,0.4,0,0.3,0.4,0,0.7,0.3,0,0.3,0.3,0,0.9,0.6,0,0,0.2,0,0,1.3,0.6,0.1,0.2,0.6,0.3,0.2,0,0.1,0,0.1,0.5,0.5,0,0.2,0.1,0,0,0,0.5,0,1.5,0.8,0.1,0.5,0.1,0.1,0,1.1,0.9,1.1,0.4
RP11-120J4.1,0,0.4,0.1,0.3,0,0.3,0,0,0,0.3,0,0.3,0.1,0.2,0.3,0.6,0.1,0,0,0,0.1,0.1,0.4,0.1,0.4,0.2,0.2,0.1,0,0.4,0.2,0,0.1,0,0,0.2,0.3,0.4,0.1,0,0,0.6,0.5,0.1,0.2,0,0.4,0.6,0,0
FAM71E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-720D4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC51B,0.6,0.4,1.4,2,0.6,0.3,0.5,0.1,0.8,0.4,1.3,0.9,1.4,1.7,1,0.8,2,0.4,0.9,0.3,3,0.8,1.1,0.3,0.7,0.9,0.3,1.1,4.5,1.6,1.1,1.2,0.9,1.4,0.9,1.2,1.3,0.7,1.3,2,0.4,0.4,0.7,0.7,0.3,1.2,0.2,0.7,0.7,0.4
AC012074.2,0.2,0.1,0.2,0.2,0.2,0.6,0.1,0.7,0.1,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.3,0.2,0.4,0.3,0.1,0.4,0.3,0.5,0,0.3,0.1,0.1,0.1,0,0.4,0.2,0.4,0.2,0.2,0.1,0.2,0,0.1,0.8,0.1,0,0.6,0,0.1,0.1,0.1,0.3,0.4,0.1
RP11-1252D15.1,0.2,1.2,1.5,1.5,1.5,1.1,0.6,2.5,1.9,0.8,1,0,1.2,1.6,1.4,0.9,1.8,1.6,1.1,1.4,0.6,1.8,1.2,1,0.4,1.7,1.5,1.3,1.5,0.9,1.1,0.8,0.3,1.4,1.1,1.9,0.6,0.8,1.4,1.1,0.7,0.7,1.3,0.6,0.7,1.3,0.7,0.4,1,1.4
RPS10P27,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0.3,0,0.1,0,0.1,0.4,0,0,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.2,0.1,0.1,0.1,0,0,0.7,0,0
HIST1H3PS1,0.5,0.5,0.9,0.6,0.3,0.9,0.5,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.4,1,0.6,0.3,0.2,1.2,0.8,0.6,0.5,0.5,1.2,0.8,0.4,0.2,0.3,0.1,0.8,0.2,0.8,0.8,0.2,0.7,0.5,0.5,0.4,0.3,0.4,0.9,1.1,0.6,0.8,0.6,0.6,0.6,0.4,1
PLEKHH1,0.2,1.5,0.5,1,0.3,0.1,0.1,1.4,0.5,0.1,2.7,0.2,0.6,0.8,1.4,0.2,0.9,0.2,0.7,0.5,1.7,0.1,0.5,2.8,0.5,0.3,0.6,0.3,0.4,1.8,0.1,0.2,1.5,1.5,0.5,0.2,1.5,1,0.4,2.4,0.5,0.1,1.2,0.4,0.2,0.3,0.1,0.2,1.4,0.6
ATP8B1,3.3,4.6,2.8,3.6,2.8,2.3,2.4,1.9,1.5,3.3,2.8,3.2,2.5,3.7,3.6,3.7,3.2,3.7,2.6,3.3,5.3,4.3,3.2,4.1,3.5,2.6,3.4,2.9,4.1,5.4,4.8,3,4.7,4.3,2.4,2.3,3.1,2.9,4.3,5.1,2.7,3.6,3.1,2.4,3,2.6,3.1,3.6,3.3,3.1
RP11-298E10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2GP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAGE7P,0.3,0.2,0.5,0.1,0.1,0.5,0.1,0.2,0.1,0,0.4,0.1,0.3,0.2,0.3,0.1,0.3,0.6,0.3,0.3,0.5,0.2,0.1,0.2,0.1,0.3,0.2,0.7,0,0.1,0.5,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.4,0.5,0.3,0.1,0.4,0.2,0,0.3,0.8,0.3,0.1,0.3
NCAM1,0.1,0,0.1,0.9,0.5,0.1,0.2,3.1,4.8,0,0.2,0.1,0.6,0.3,0.1,0.2,0.8,0.2,0.4,0,0,0.2,0.3,0.4,0.2,0.1,0.3,0.1,0.3,1.7,0.1,0.2,0.1,0.5,0.2,0.1,0,0.1,0.3,3,0.2,0.1,0.4,0.7,0,0.3,0,0.1,0.3,0.2
RP11-103B5.4,0.3,0.3,0.8,0.2,0.3,2.1,0.6,0.2,0.1,0.2,2.3,0.5,0.3,0.6,1.8,0.3,0.2,0.4,0.7,0.3,2.6,0.4,0.3,0.5,0,0.2,0.6,0.1,1.2,0.3,0.3,0.3,0.4,0.5,0.2,0,2.5,0.2,1.8,2.3,0.1,0.2,0.5,0.1,0,0.4,0.5,0.4,0.1,0.4
HIGD1AP15,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0
RP11-618L22.1,0,0.1,0.3,0.1,0.1,0.1,0,0.2,0,0,0.5,0.1,0.1,0.2,0.1,0,0.2,0.1,0.2,0,0.1,0,0.1,0.3,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0.2,0.2,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0.2,0.1,0
RP11-87E22.2,0.1,0,0.1,0,0.1,0.1,0.1,0,0,0.2,0.1,0.2,0,0.1,0.1,0.2,0.1,0,0,0,0,0.2,0.1,0,0,0.1,0,0.1,0.1,0,0.7,0.3,0,0.1,0,0,0.2,0,0.1,0,0,0,0,0,0,0.2,0,0.2,0.1,0
AC067956.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0
RP13-580B18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-409K20.6,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0.1,0.1,0.2,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.5,0,0,0,0.1,0,0,0.1
EDNRA,2,2.6,2.7,1.6,3.6,1.6,2.4,1.9,3.5,1.3,1.2,1.9,3.3,2.5,2.1,2.1,2.6,1.9,4.8,2.8,1,2.5,2.7,1.3,2.8,2.5,3.5,2.8,3,2.2,2.8,3,2.7,3.2,3.2,2.8,1.1,2.3,2.6,1.2,4.1,2.7,1.9,4.4,3.6,3,2.5,1.7,2.9,3.1
MRPL32,3.2,4.2,4.7,3.5,3,3.8,3.1,2.7,3.8,3.5,3.1,3.5,2.7,2.9,3.1,3.9,3.3,3.2,3.3,3.7,4,2.8,3.3,3.7,4.4,3.4,3.2,2.8,2.8,4.2,3.2,3.2,4.5,2.9,3.5,4.8,3.5,3.6,3,4,3.8,3.7,3.5,3.9,4.4,3.7,3.8,3.9,2.8,3.7
AL590763.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVT1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK2,1.8,1.6,1.6,1.8,1.9,1.9,1.4,1.7,1.9,1.8,1.4,1.1,1.6,1.6,1.8,1.5,2.2,1.2,1.8,1.9,1.8,2.3,1.4,2.6,1.6,1.6,1.5,1.6,1.6,1.7,2.3,2,1.5,1.9,1.2,1.5,1.4,1,1.8,1,1.1,1.7,1.4,1.3,1.3,2,2,2.2,1.5,1.9
RP11-1415C14.4,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073316.1,0.1,0.2,0,0.1,0.2,0.7,0,0.1,0.2,0.2,0,0.1,0,0,0,0.3,0.2,0,0.2,0.6,0.1,0.2,0.2,0.7,0.2,0.1,0.2,0.1,0.1,0.6,0.4,0.3,0.1,0.3,0.2,0.1,0.1,0.3,0,0.2,0.2,0,0,0,0.1,0.1,0.2,0.2,0.1,0.1
RP11-244B22.11,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
RP11-1149O23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTBP4,3.5,2.2,3.6,2.4,4.4,2.4,3.3,4,4.2,2.3,4.1,3.4,2.8,5.3,4.4,2.5,4.6,3.6,4.6,3.2,3.1,3.6,3.6,2,2.5,3.7,3.1,3.7,4.9,1.9,3.9,3.5,3.1,4.4,5.1,2,2.3,2,3.5,2.6,2.8,3.1,2.5,4.1,2.3,3.9,3.1,2.6,3.7,2.6
SLMO2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QRFPR,0,0,0,0,0,0,0,0.7,1.4,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPPA,0.2,0.4,0.1,0.1,0.6,1,0.3,0.1,2.4,0.4,0.1,0.2,0.1,0.4,0.2,1.5,0.7,0.2,1.2,1.5,0.1,0.4,0.2,0.1,0.1,0.4,0.3,0.5,1.4,1,0.2,1.5,0.6,0.6,0.3,0.1,0,0.3,0.5,0.1,0.4,0.2,0.3,0.8,0.1,0.3,0.3,0.4,0,0.8
MACROD2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF90,0.2,0.1,2.3,2.7,0.8,0.1,2.1,1.3,0.8,0.4,0.9,0.2,1.7,0.5,0.3,0.3,1,0,1.9,0.3,0.1,0.1,0.6,2,1.2,0.4,1.4,1.4,2,1.5,0.8,0.3,0.1,0.4,0.4,0.2,1.5,0.3,1.5,1.6,1.6,0.7,3.5,0.8,0.9,0.5,0.2,0.2,3.4,1.3
MIR5004,0.3,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
MTND1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467I20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
HSPE1P8,0,0.2,0.1,0,0,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0,0.4,0.4,0.3,0.1,0,0.3,0.2,0,0.1,0,0,0.4,0,0,0,0.1,0.1,0,0,0.1,0,0.2,0.2,0.3,0.1,0.1,0.1,0,0.2,0.1,0.3,0.3,0,0.1,0,0.4
RNU1-27P,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.1,0,0,0.3,0,0,0
SRP14-AS1,1.2,0.7,1.2,1.1,1,1.6,0.8,1.5,0.8,2.7,1.3,2.8,1.1,1,1.6,2.4,1.8,1.1,1.2,1.7,1.2,1.6,0.8,1.3,1.1,1.7,1.2,1.6,1.5,0.3,2.8,1.2,1.3,1.2,1.1,1.5,1.8,1.6,1,1.7,0.9,0.8,1.5,1,0.9,1.9,1.6,2.2,0.9,1.1
MCM2,2.3,3.8,3.3,4.7,3.7,4.1,3.2,5.8,4.4,2,1.8,1.4,4,2.2,2,2.4,2.5,2.1,2.8,1.9,4.4,2.6,4.4,4.5,3.5,3.5,2.7,2.6,2.5,4.3,1.9,2.6,4.1,2.5,3.6,2.3,3.5,3.6,3,4,4.2,4.3,5.5,3,3.8,2.3,2.9,1.9,4.3,4.9
KRT20,0,0.2,0,0,0,0,0,0,0.3,0,6.2,0,1.6,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.1,1.2,0,0,0,0,0,0,8.5,0,0,1.6,0.1,2.1,0,0.3,2.9,0.1,0,0,0,0,0,0.1,0.1
CTD-2318B16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-712B9.5,0.2,0.1,0.5,0,0,0,0.3,0,0,0,0.7,0.1,0.1,0.4,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0,0.1,0.6,0.2,0,0.2,0,0,0.2,0.2,0.1,0.1,0,0.2,0,0.2,0.2,0.3,0.1,0,0.2,0.3,0,0.1,0
RNA5SP451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P26,0.2,0.2,0.6,0.4,0.2,0.3,0,0.4,0.7,0.1,0.4,0,0.3,0.4,0.5,0.1,0.3,0.2,0.3,0.3,0.4,0,0.1,1,0.4,0.3,0.3,0.3,0.2,0.2,0.4,0.1,0.1,0.2,0.1,0.1,0.3,0.6,0.5,0.7,0.3,0.3,0.5,0.3,0.1,0.2,0.5,0.3,0.4,0.3
RP6-65G23.5,0,0.3,0,0.2,0,0.1,0,0.1,0.7,0,0.1,0.2,0.1,0.1,0,0.1,0,0.8,0.6,0,0,0,0.2,0.1,0.2,0.1,0,0.1,0.1,0.5,0,0.3,0.1,0,0.4,1.1,0.1,0.2,0,0,0.5,0,0.1,0.2,0.4,0,0.3,0,0.2,0.2
MIR4462,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0.7,0,0,0.3,0,0,0.5,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.5,0,0,0,0,0,0,0,0
PITPNM3,1,0.7,3.1,0.5,0.9,0.6,1.7,0.9,0.3,0.9,1.5,1.7,0.8,1.3,1.4,1.5,2.5,2.2,2,1.3,1.1,1.5,1.8,1.7,0.9,1.6,2.3,1.3,2.3,1.3,1.5,1.6,0.1,1.7,0.8,0.4,1.1,0.8,2.7,0.3,1.5,1.1,2.5,0.4,1.2,2.3,1.5,1.9,0.9,2
RP11-403D15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOL6,3.4,2,4.3,3,3.6,3.8,3.3,2.2,3.6,2.2,3.5,2.2,4.6,3.8,2.8,3,2.9,2.4,2.8,3.1,3.7,2.1,3.9,4.4,3.2,4.1,3.5,3.1,3.3,3,3.1,3.7,3.4,4.8,4.4,3.3,1.9,2.6,3.1,3.1,4,3.6,2.7,3.2,4.1,3.6,3.4,3,3.8,3.7
OR12D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-429D19.1,0.3,0.5,0.1,0.2,0.4,0.1,0.6,0.2,0.2,0,0.4,0.1,0.1,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.1,0.3,0.5,0.4,0.1,0.3,0.2,0.2,0.1,0,0.2,0.1,0.2,0.1,0,0.2,1.2,0.3,0.4,0.2,0.1,0.4,0.4,0.2,0.1,0.5,0.4,0.3,0.3
CLEC4GP1,0,0.1,0.1,0.1,0.4,0.1,0.1,0.3,0.1,0,0.1,0.1,0.1,0.3,0.2,0.2,0.5,0,0.4,0.3,0,0.1,0.2,0.1,0,0.2,0,0.3,0,0,0,0.9,0,0,0.7,0.1,0,0,0,0,0.2,0,0.2,1.2,0,0.2,0,0.1,0.2,0.1
RP11-434D2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-827A12.2,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0.2,0.1,0,0
FOXD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002066.1,0.1,0.3,0,0.1,0.1,0.1,0.2,0,0.2,0.9,0.1,0.7,0.1,0.4,0.2,0.7,0.1,0.2,0.4,0.2,0,0.3,0.1,0.1,0.1,0.1,0,0,0.1,0,1.7,0.5,0,0.2,0.2,0.4,0.1,0.1,0.1,0,1.1,0.3,0.2,0.1,1,0.3,0.8,0.4,0,0.1
UCHL5,3,3,2.6,3,2.1,3.4,2.6,3,3.6,3.3,1.7,2.9,2.9,2.4,2.6,3.5,2.8,2.6,2.8,3.5,3.5,3.3,2.8,2.9,3.1,2.9,2.6,2.7,2.6,3,3.4,2.4,3.2,2.6,2.7,3,3.7,3.7,3,3.3,3.3,3.6,3.6,3.2,2.9,3.1,3.6,3.3,2.3,3.2
KRTAP4-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
AC134882.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY21B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELQ,1.5,2.7,1.9,2,1.9,1.9,1.4,2.4,2.1,2,1.7,1.7,2,1.8,1.9,2.2,2.4,1.7,2.2,2.1,1.7,1.8,2.1,2,2,2,2.2,2,2.2,1.4,2.2,1.8,2.1,2.4,2,2.7,1.7,1.5,2.5,1.4,1.8,1.8,1.8,2.3,1.5,2.1,1.6,2.3,1.9,1.9
RP11-242J7.1,0.1,0.2,0,0.7,0,0.2,0.1,0.4,0,0,0,0.3,0.2,0.1,0.1,0,0,0.1,0,0.7,0.1,0,0,0,0,0.1,0,0.2,0,0.1,0.4,0.1,0,0,0,0,1.6,0,1.6,0,0,0,0.1,0,0,0.3,0,0,3.1,1
PGRMC1,5.4,6.3,5.9,6.9,5.6,6.5,6.6,6.7,6.2,6.3,4.8,6,6.2,6,5.9,6.4,6.7,6.9,5.6,6.3,6,6.1,6.2,6.8,6.1,6.9,6.8,6.6,6.4,6.1,6.1,5.8,6.1,6,5.5,7,5.6,6.5,5.7,5.9,6,6.8,5.6,5.8,6.1,6.7,7.4,5.4,7.2,6.7
