,TCGA-56-5898-01,TCGA-92-8064-01,TCGA-63-A5MG-01,TCGA-22-4596-01,TCGA-37-4130-01,TCGA-43-5668-01,TCGA-56-7582-01,TCGA-63-A5MN-01,TCGA-39-5030-01,TCGA-22-5472-01,TCGA-XC-AA0X-01,TCGA-60-2721-01,TCGA-34-5239-01,TCGA-77-8131-01,TCGA-94-8490-01,TCGA-66-2782-01,TCGA-21-1082-01,TCGA-85-A511-01,TCGA-52-7812-01,TCGA-90-7769-01,TCGA-NC-A5HG-01,TCGA-NC-A5HI-01,TCGA-56-7580-01,TCGA-18-3416-01,TCGA-85-7950-01,TCGA-56-8622-01,TCGA-22-5482-01,TCGA-18-3408-01,TCGA-63-A5MI-01,TCGA-66-2777-01,TCGA-85-8070-01,TCGA-77-8136-01,TCGA-66-2778-01,TCGA-98-A53H-01,TCGA-66-2787-01,TCGA-66-2783-01,TCGA-85-8351-01,TCGA-77-8140-01,TCGA-22-A5C4-01,TCGA-85-8287-01,TCGA-NC-A5HH-01,TCGA-NK-A7XE-01,TCGA-37-4135-01,TCGA-58-A46M-01,TCGA-94-A5I4-01,TCGA-37-3792-01,TCGA-98-A53A-01,TCGA-39-5011-01,TCGA-39-5022-01,TCGA-77-8128-01
LL22NC03-33B6.4,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,0,0.6,0.2,0.1,0.1,0.1,0.1,0.3,0.8,0,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0,0.1,0.8,0.1,0,0.1,0.2,0.1,0.1,0,0.2,0.1,0.6,0.1,0,0.5,0.1,0,0.1,0.9,0.1,0.1,0.4
RP11-254F19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB8,0.3,0.2,0.1,0.1,1,0,0.4,0.2,0.3,0,0.9,0.2,0.2,0,1.1,0.1,0.1,0.9,0.1,0.6,0.1,0.6,0.1,2,0.3,0.4,0.2,0.1,0,0,0,0.4,0.6,0.2,2.2,0,0,0,1,0.2,0,0.6,0.1,1.4,0.6,0.3,0.6,0,0.4,1.1
HSPE1P21,0.1,0,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0.1,0
AC010642.1,0.4,0.3,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.1,0.2,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.3,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0,0.8,0.2,0.2,0.2,0.1,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.1,0.1
RNU6-758P,0,0,0,0.3,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0.2,0,0,0.7,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.3,0.4,0
MTHFD2P7,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0.2,0,0.1,0,0.1,0.1,0,0,0.3,0.5,0.1,0.1,0,0.1,0,0
CTD-2025J6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXT2,3.2,3,2.8,3,3.6,2.7,3.5,2.4,3.5,3.3,2.6,3.4,3,2.6,3,4.2,3,2.8,3.1,2.6,2.9,3.2,5.4,4.2,3.2,2.8,2.7,4.9,4.2,4.1,3,3.1,4.3,3.2,4,3.6,3.1,3.5,3.7,3.2,4.8,5,5.4,3.6,2.6,3.7,2.8,3.3,3.3,2.7
AC006129.1,0.2,0.7,0.4,0.6,0.6,0.5,0.1,0.5,0.3,0.2,0.3,0.1,0.3,0.4,0,0.3,0.4,0.4,0.1,0,0,0.1,0.1,0.2,0,0.2,0,0.5,0.1,0.2,0,0.3,0.5,0.4,0.4,0.1,0.1,0.1,0.9,0.6,0.1,0,0.5,0.1,0.4,0.9,0.1,0.4,0.6,0.1
GRPEL1,3.3,3,4,3.2,2.9,3.3,3,3.1,3.3,2.8,3.7,2.5,2.8,3.1,3.1,3.3,3.2,3.6,3.2,3.8,3.1,3.5,4,3.5,3.5,3,3.6,3.3,3.6,3.7,3.5,3.7,3,2.8,3.9,2.7,4.1,3.6,3.5,3.1,3.5,3.8,3,3.4,3.4,3.5,2.9,3.8,3,3.2
RP11-244B22.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0.3,0,0,0,0.3,0.1,0,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0
ZNF479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-697G4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.3,0,0,0.2
RP11-200A13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-804F13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
CSNK1G2,4,5,4.7,4.4,2.7,3.7,3.8,4,5.2,4.6,4.7,4.4,4.9,4.7,5.3,4.7,5.5,4.6,4.7,4.7,4.2,4.8,4.5,4.9,5.9,4.8,4.3,1.2,4.9,4.3,4.8,4.4,4,4.7,4.1,4.6,4.4,4.7,4.3,4.6,4.6,4.7,3.3,4.3,5.1,3.7,5.1,4.2,4,4.9
RP11-674I16.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-762N20.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
BMPR2,3,2.9,2.8,3.1,2.6,3.6,3.6,3.2,3.3,3.6,3.1,2.9,3.6,3,2.5,2.8,2,3.4,3,2,3,2.8,3.3,2.8,3.1,2.7,2.5,3.6,2.2,2.9,2.6,3,2.2,3.5,2.9,2,3.1,2.4,3.2,4,3.2,2,2.6,2.7,3.4,3.1,2.7,3.5,2.9,3.3
RP11-991C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL36RN,1.9,1.2,2.6,1.3,0,0.1,3,0.7,0.8,0.2,3.8,2.3,0.1,4.5,5.6,0.2,1.7,2.4,1.5,6.2,4.1,2.7,1.5,0.4,0.4,0.4,2.2,0.5,0.5,4.2,2.8,1.7,2.6,3.3,0.8,0.8,0.1,3.4,3.1,0.4,0,1,0,0.1,4.2,0.4,0.2,0.6,0.7,1.4
GALNT1,5,5.2,4.7,4.8,4.3,4.6,5.1,5,4.7,4.7,4.6,5.1,4.6,4,5.1,4.6,4.2,5.4,3.9,5.5,5.1,4.6,5.1,4.6,3.7,4.3,5.4,6.3,6.1,5.2,3,4.8,4.9,4.6,5.4,4.1,4.9,4,4.6,4.4,4.7,4.1,4.3,5.1,4.1,4.8,3.4,4.7,4.9,6.2
ST6GAL2,0.8,0.3,0.3,0.2,0.1,0.1,0.3,0.2,1.8,0.1,0.2,2.2,0.7,0.1,0.1,0.1,0.3,0.8,0,0.8,0,0.5,0,0,0.4,0.2,0.1,3.5,0.3,0.1,0.1,0.4,0.4,0.8,0.5,0.6,0,0,0.1,0.3,0,0,0,0,3.4,0.1,1.6,0,1.1,2.1
AL139139.1,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOSR1,1.9,2.9,2,2.4,1.4,3,3.1,2.4,2.9,2.4,2.6,2.1,2.6,2.1,2.7,2.3,2.2,2.8,2.1,2.8,1.9,2.8,2.8,2.2,3.4,2.4,2.4,2.8,2.7,2.6,2.8,2.4,1.9,2.7,3,1.9,2.8,3.2,2.8,2.5,2.7,3,1.7,3.2,2.7,2.8,3.2,2.5,2.5,2.8
CTD-2024I7.1,0,0.2,0.3,0,0.1,0.2,0.3,0.1,0,0.1,0.5,0.2,0,0.2,0,0.1,0.1,0,0,0.1,0,0.5,0.1,0.2,0,0,0,0,0.4,0,0,0.9,0,0.4,0,0,0,0.4,0,0.2,0,0,0,0,0.3,0,0.2,0,0,0
RP11-753B7.2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
MAD2L1BP,3.7,3.4,3.2,3.4,4.6,3.5,4.3,3.4,3.9,3.9,3.1,3.7,3.3,3.3,3.9,3.6,4,3.9,3.8,3,3.8,4,3.9,3.6,3.2,2.9,4.2,4.5,3.6,4.3,3.2,3.8,4.7,3.4,4.3,3.8,3.6,3.1,2.6,3.8,2.5,4.3,4.5,3.9,3.8,4.6,3.7,4.2,3.7,3.8
RNU6-1301P,0.4,0,0,0,0,0,0.3,0,0,0,0,0.2,0.5,0,0,0,0,0.7,0,0.5,0,0,0,0,0.3,0,0.2,0.3,0,0,0.4,0.4,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0.3,0,0.2,0
RP11-728K20.3,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0.2,0,0,0,0,0.3,0.2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0,0,0,0,0
KRT18P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-133P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX4,1.4,0.8,1.1,1.5,0.5,0.4,0.1,0.8,2,2.3,1,1.1,2,1.6,0.4,0.8,0.8,0.8,1.2,0.2,0.4,0.4,0.2,0.7,0.4,0.9,0.6,1.7,1.9,1.3,0.5,0.5,0.4,2.5,0.2,0.7,1,1.5,1,1.1,2.3,0.2,0.3,0.5,1.6,0.2,1,1.1,1.5,1.3
RP11-883G14.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-985P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2540B15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-360P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR5,1.7,3.3,1.8,3.2,2.9,3.5,1.5,3,3.8,1.7,2.1,2.8,2.7,3.6,0.5,1.8,2.1,1.9,3.3,0.4,0.2,1,1.1,2.8,2.8,1.1,0.5,1.6,0.6,2,0.5,3,0.9,2.3,2.6,1.3,1,0.8,1,2.8,0.8,0.8,0.8,2.1,0.9,2.5,1.2,2.9,3.5,0.5
LINC00598,0.1,0.1,0.2,0.1,0.1,0,0.1,0.2,0,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.4,0.2,0,0,0.1,0.1,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0,0,0.1,0,0.2,0,0.1,0.1
RPL4P1,0.1,0.4,0.1,0.3,0.9,0.2,0,0.4,0.4,0.1,0.2,0.2,0.3,0.1,0,0.1,0.2,0.2,0.4,0,0,0.2,0.3,0.8,0.1,0.1,0,0.1,0.2,0.1,0,0.3,0,0.4,0.2,0.1,0,0.1,0.1,0.2,0.1,0.1,0.2,0.6,0.2,0.2,0,0.3,0.3,0
ORC6,1.4,2.2,1.3,1.3,3.2,2.2,2.4,1.4,1.6,1.6,2,1.6,1.7,1.5,2.5,1.6,2.7,3,2.5,2.6,2.8,2.7,2.2,2.6,1.7,0.7,3,2,2.2,2.4,3.4,2,1.6,2.1,2.4,1.7,2.4,1.7,2.5,2,3.1,2.4,3.9,3,2.7,2.2,2.6,1.7,1.6,3.1
MIR7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2AFZP3,0.4,0.4,0.7,0.4,1,0.5,0.6,1,1,0.2,0.6,0.3,0.4,0.3,1,0.3,0.4,0.2,0.4,0.5,0.6,1.5,0.7,2.2,0.3,0.7,0.2,0.3,1.4,0.3,0.6,0.2,0.4,0.1,0.9,0.4,0.2,0.4,0.8,0.3,1.1,0.3,1.3,2.4,1.1,0.7,0.2,0.8,0.4,0.4
RNU6-1089P,0.2,0,0,0,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0
RP11-33E24.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.4,0,0,0,0,0,0
MIR548E,0,0,0,0,0,0.2,0,0,0,0,0,0.3,0,0,0,0.2,0.7,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
RP11-532L16.1,0.1,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0.1,0,0,0.2,0,0,0,0,0.1,0.1,0.3,0.1,0.3,0,0.1
RNU6-858P,0,0,0.3,0.2,0,0,0,0,0,0.2,0.3,0,0.1,0,0,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.4,0,0,0,0,0,0,0.3,0,0,0,0.3,0.4,0.5,0,0,0
XXbac-BPGBPG55C20.1,0,0,0.3,0.2,0.1,0,0.2,0.1,0,0.3,0.3,0.4,0.1,0,0,0.1,1.4,0,0,0,0,0.9,0.5,0.1,0.1,0.1,0.1,0.8,1,0,0.2,0,0.1,0.3,0.1,0.1,0,0.2,0.2,0,0.1,0,0.7,0.1,0.2,0,0.1,0,0.1,0.1
RP11-447E20.1,0,0.1,0.8,0,0,0,0,0,0,0.2,0,0.1,0,0.1,0.1,0,0.5,0.2,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0.2,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0.1,0
MIR544B,0,0.5,0,0,0,0,0,0,0,0,0.4,0.5,0.3,0,0,0.2,0,0.9,0,0,0.3,0.8,0.3,0,0,0,0.2,0,0.4,0,0,0.5,0.3,0,0,0,0,0.5,0.3,1.2,0,0,0.6,0.4,0,0,0.9,0.3,0.2,0.6
TRIO,3.5,2.8,3.4,3.8,1.1,2.7,3.2,3.9,3.2,2.8,3.7,3.3,3.1,2.4,2.8,2.9,2.9,3.7,3.2,2.6,2.6,2.7,3.5,2.3,3,4.2,2.8,2.2,3.6,2.6,3,4.1,1.8,2.6,2.4,2.2,4.3,2.8,3.6,3.7,4.3,2.8,1,3.2,2,2.5,3.2,3.2,2.7,2.9
ISOC1,2.9,3.4,3,3.5,3.3,3.4,3.8,3.7,4,3.2,3,2.8,3.7,3.4,3.4,2.6,3.4,3.6,4.3,3.4,3.6,3.1,3.5,3.6,3.4,2.5,2.3,3.1,3.9,3.5,3.7,3.3,3.2,3.5,3.5,3.4,3.4,3.6,3,3.5,4.1,3.2,3.9,3.2,3.7,3.2,2.7,3.5,4,3.7
DFNA5,1.7,1.5,2,1.9,1.2,1.1,1.4,2.1,1.3,2.4,2,0.7,1.5,1.8,1.5,2.3,1.2,1.7,1.1,0.8,0.5,0.6,0.8,0.6,1.4,3.1,3,2,2,1.7,1,2.2,0.7,1.8,1,0.6,3.4,0.9,2.2,1.7,1,2.3,1.5,1.9,0.8,2.2,1.8,1.5,1.4,1
EIF2B5-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
RNU6-1006P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1034P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
RP11-507M3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-133P,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
TDGF1P2,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007842.1,0,0,0.3,0,0,0,0.3,0,0,0,0.6,0,0,0,0,0.2,0.2,0,0.3,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0.3,0,0.3,0,0,0.3,0,0,0.7
SPDYE7P,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0
GTF3C2-AS1,0.1,0.1,0.2,0.1,0.3,0.1,0.2,0.2,0,0.1,0.5,0.6,0.2,0.1,0.2,0.4,0.5,0.6,0.1,0.1,0.3,0.4,0.2,0.5,0.3,0.1,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.3,0.1,0.1,0.2,0.3,0.2,0.2,0.4,0.2,0.1,0.2,0.3,0.2,0.3,0,0.1,0.3
TRBV16,0,0,0,0.1,0.2,0,0,0.1,0.2,0,0,0,0.5,0,0,0.1,0,0.2,0.5,0,0,0,0,0.2,0.3,0,0,0,0,0.2,0,0.1,0.2,0.4,0,0.2,0,0,0,0,0,0,0,0.2,0,0.3,0,0,0.1,0
HCG21,0.1,0.1,0.1,0.1,0.2,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0.2,0.1,0,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0,0.3,0.1,0.1,0,0.2,0,0.1,0,0.1,0.3,0.1,0,0,0.1,0,0.2,0
PLA2G12AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
CRYGEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0
RP11-326C3.10,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.3,0,0,0.2,0,0,0
AOAH-IT1,0,0.2,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.5,0.1,0,0,0,0.2,0.2,0.1,0,0,0.1,0,0.2,1,0.1,0,0,0.3,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0.1,0.8,0.1,0.1,0,0.2,0.1
REPS1,3.2,3,2.7,2.2,1.3,2.8,2.7,2.4,3,2.8,2.9,3.2,3,2.8,3.6,1.9,3.2,2.9,2.1,3,2.1,3.3,3.8,4.1,3.3,2.6,3.5,3.1,2.8,2.7,3.2,2.2,1.9,2.7,3.7,2.7,3,3.3,3,3.1,2.7,2.2,2.1,2.7,3,1.7,4.3,2.2,2.5,3.1
MIR4711,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
AC098973.2,0.3,1.7,0.9,0.1,3.1,0.3,2.6,3.1,2.1,0.2,2.6,3.2,2.4,2,3.2,3.3,0.2,2.9,0,3.8,3.7,4.5,2.6,2.6,3.2,3.1,2.7,0.7,2.9,1.1,3.4,3,3.1,0.5,0.1,2.1,2.1,3.5,3,4.2,4.5,3.1,2.1,3.2,2.8,0,2.9,0,1.9,2.2
RP5-966M1.6,0.1,0.3,0.4,0.2,0.2,0.1,0.1,0.5,0.2,0.1,0.4,0.2,0.3,0.2,0.1,0.2,0.5,0.3,0.1,0,0.2,0.3,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0,0.3,0.2,0,0.6,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.4,0.3,0.3,0.2,0.1,0.2,0.1
RNU6-1191P,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0.3,0,0.3,0,0,0,0.2,0,0
DDX26B-AS1,0.1,0.2,0,0.1,0,0.3,0.1,0,0.1,0.2,0.2,0.4,0,0.4,0.1,0.3,0.1,0.2,0.1,0,0.1,0.1,0.1,0,0.2,0,0.1,0.3,0.2,0.1,0.2,0,0.3,0.1,0.1,0.1,0.1,0.1,0.5,0.2,0,0.3,0,0.1,0,0,0.2,0,0.1,0.1
MIR7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.3,0,0.3,0,0,0,0.4,0,0
RP11-472G23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0.2,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0,0
FLJ22763,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
FAM20A,3,2.8,3.6,3.8,1.7,2.6,1.2,5,3.3,2.5,3,2.8,2,3,0.9,2.4,2.3,2.7,3.8,0.7,0.5,2,1.8,1.9,1.7,3.7,1.6,2,2,2.6,0.5,3.7,1.9,3.9,2,1.7,2,1.8,2.2,2.9,1.1,1.6,1,1.6,2.5,2.8,1.9,3.8,2.5,1
KLK1,0.6,0.5,0.4,0.4,0.2,0.3,2.5,0.6,0.9,0.6,1,0.4,0.5,1.5,1.7,0.1,0.7,0.3,0.3,0.4,1.8,0.1,0.2,0.2,0.1,1.8,2.7,0.8,0.1,0.4,0.1,0.3,0.1,0.6,1.2,0.8,0.1,0.2,0.1,0.3,0.1,0.6,0.2,2.2,1.1,0.4,0.9,0.2,1.8,1.3
AC007403.2,0,0,0,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
RP11-797H7.5,0,0.1,0.3,0.1,0,0.2,0,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0,0,0,0.2,0.1,0,0,1.3,0,0.9,0.6,0.5,0,0,0.4,0.1,0,0.1,0.1,0.4,0,0.3,0.1,0,0.5,0.3,0.2,0,0,0,0.3,0,0.1,0.1,0.1,0.1
RP5-821D11.7,1.6,1.2,2,1,0.7,1.1,1.8,1.2,1.6,1.7,1.5,1.5,1.6,1.3,1.8,1.1,2.5,1.8,0.7,1.5,1.6,1.8,2.6,2,1.6,1.7,1.2,1.5,2.3,1.3,1.9,1.8,1,1.2,1.1,1.5,1.3,2.6,1.6,1.6,2.4,1.1,1.2,1.4,2.7,0.4,2.7,1.5,1.5,2.1
RP11-527D15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-397K18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL39P36,1.1,0.5,0.2,0.9,2.1,1.9,2,0.9,1.1,1.2,0.2,1.5,0.6,1,0.7,1.3,1.9,2.1,1.4,1.8,1.6,1.3,2.1,1.5,1.5,1.1,1.2,0.6,1.1,0.8,0.7,1.1,0.7,0.9,1.7,0.8,1.7,2.1,2.2,0.9,1.5,1,1.6,1,1.8,0.6,0.9,1,1.5,0.9
HSPD1P16,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0.3,0.5,0,0,0,0,0
